Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Enterprise Zones,,English,"Montgomery County, MD","Montgomery County, Maryland",Geospatial data,,EnterpriseZones|MCGGisOpenDataProperties,2021-01-19T19:41:21.000Z,,,,"Montgomery County, Maryland|Maryland","-77.2061,38.9655,-76.9846,39.1523",Dataset|Service,Vector,Shapefile,https://data2018-mcgov-gis.opendata.arcgis.com/datasets/91b20a7bb1e34c97975ee39f3940543b_0,https://data2018-mcgov-gis.opendata.arcgis.com/datasets/91b20a7bb1e34c97975ee39f3940543b_0.zip,https://gis4.montgomerycountymd.gov/arcgis/rest/services/general/enterprise_zones/MapServer/0,,,91b20a7bb1e34c97975ee39f3940543b_0,https://hub.arcgis.com/datasets/91b20a7bb1e34c97975ee39f3940543b_0,University of Maryland,04b-24031,04b-24031,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Urban Districts,Arts & Entertainment Districts in Montgomery County,English,"Montgomery County, MD","Montgomery County, Maryland",Geospatial data,,Arts&Entertainment|UrbanDistricts|MCGGisOpenDataProperties,2021-01-21T23:03:29.000Z,,,,"Montgomery County, Maryland|Maryland","-77.1021,38.9760,-77.0217,39.0443",Dataset|Service,Vector,Shapefile,https://data2018-mcgov-gis.opendata.arcgis.com/datasets/b47d9884847d4e6a8a06766e636bb9bd_0,https://data2018-mcgov-gis.opendata.arcgis.com/datasets/b47d9884847d4e6a8a06766e636bb9bd_0.zip,,https://gis4.montgomerycountymd.gov/arcgis/rest/services/general/urban_districts/FeatureServer/0,,b47d9884847d4e6a8a06766e636bb9bd_0,https://hub.arcgis.com/datasets/b47d9884847d4e6a8a06766e636bb9bd_0,University of Maryland,04b-24031,04b-24031,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Central Business Districts Pre2014,Arts & Entertainment Districts in Montgomery County,English,"Montgomery County, MD","Montgomery County, Maryland",Geospatial data,,Arts&Entertainment|CentralBusinessDistricts|MCGGisOpenDataProperties,2021-01-21T22:58:30.000Z,,,,"Montgomery County, Maryland|Maryland","-77.1017,38.9594,-77.0219,39.0434",Dataset|Service,Vector,Shapefile,https://data2018-mcgov-gis.opendata.arcgis.com/datasets/16343b687c624a5aa3b658ea18d4cb26_0,https://data2018-mcgov-gis.opendata.arcgis.com/datasets/16343b687c624a5aa3b658ea18d4cb26_0.zip,,https://gis4.montgomerycountymd.gov/arcgis/rest/services/general/pre2014_CBD/FeatureServer/0,,16343b687c624a5aa3b658ea18d4cb26_0,https://hub.arcgis.com/datasets/16343b687c624a5aa3b658ea18d4cb26_0,University of Maryland,04b-24031,04b-24031,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,TrailBlazer Routes,"Carroll Transit System, operated by Ride With Us, offers six routes called TrailBlazers, that are open to the public. This layer locates the routes by color in Carroll County.",English,CarrollCo_MD,"Carroll County, Maryland",Geospatial data,,Maryland|CarrollCounty|Transportation|TrailBlazer,2019-07-26T12:19:20.000Z,,,,"Carroll County, Maryland|Maryland","-77.1766,39.3648,-76.8361,39.6614",Dataset|Service,Vector,Shapefile,https://data-carrollco-md.opendata.arcgis.com/datasets/5ec5e8d691bc4def8e7733c166190ecd_2,https://data-carrollco-md.opendata.arcgis.com/datasets/5ec5e8d691bc4def8e7733c166190ecd_2.zip,,https://services.arcgis.com/Uf0DiYpD9NOFO5YH/arcgis/rest/services/TrailBlazer_Routes/FeatureServer/2,,5ec5e8d691bc4def8e7733c166190ecd_2,https://hub.arcgis.com/datasets/5ec5e8d691bc4def8e7733c166190ecd_2,University of Maryland,04b-24013,04b-24013,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Polling Places for Allegheny County Elections (November 2020),"This dataset contains locations of the polling places in Allegheny County. If viewing this description on the Western Pennsylvania Regional Data Center's open data portal (https://www.wprdc.org), this dataset is harvested on a weekly basis from Allegheny County's GIS data portal (https://openac.alcogis.opendata.arcgis.com/). The full metadata record for this dataset can also be found on Allegheny County's GIS portal. You can access the metadata record and other resources on the GIS portal by clicking on the ""Explore"" button (and choosing the ""Go to resource"" option) to the right of the ""ArcGIS Open Dataset"" text below. Category: Civic Vitality and Governance Organization: Allegheny County Department: Elections Division; Department of Administrative Services Temporal Coverage: November 2020 Data Notes: Coordinate System: Pennsylvania State Plane South Zone 3702; U.S. Survey Foot Development Notes: none Other: none Related Document(s): Data Dictionary (none) Frequency - Data Change: As needed Frequency - Publishing: As needed Data Steward Name: Mark VanderVen Data Steward Email: Mark.VanderVen@AlleghenyCounty.US",English,"County of Allegheny, PA","Allegheny County, Pennsylvania",Geospatial data,,voting|pollingplaces|elections,2021-02-05T19:43:03.000Z,,,,"Allegheny County, Pennsylvania|Pennsylvania","-80.2958,40.1985,-79.7059,40.6735",Dataset|Service,Vector,Shapefile,https://openac-alcogis.opendata.arcgis.com/datasets/205041a446904ac1bd5a80b79af3dc6e_0,https://openac-alcogis.opendata.arcgis.com/datasets/205041a446904ac1bd5a80b79af3dc6e_0.zip,,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Polling_Places_November_2020/FeatureServer/0,,205041a446904ac1bd5a80b79af3dc6e_0,https://hub.arcgis.com/datasets/205041a446904ac1bd5a80b79af3dc6e_0,Pennsylvania State University,08b-42003,08b-42003,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Railroad Mile Posts,"Mile Marker locations as provided by the Federal Railroad Administration Office of Safety Analysis, with some corrections being made by the GIS Department",English,Centre County Government,"Centre County, Pennsylvania",Geospatial data,,Infrastructure|transportation|CentreCounty|GIS,2016-11-30T19:03:11.000Z,,,,"Centre County, Pennsylvania|Pennsylvania","-78.1346,40.7415,-77.5659,41.0654",Dataset|Service,Vector,Shapefile,https://gisdata-centrecountygov.opendata.arcgis.com/datasets/472108381a6c4b7c9ff05c5fc00d6a80_40,https://gisdata-centrecountygov.opendata.arcgis.com/datasets/472108381a6c4b7c9ff05c5fc00d6a80_40.zip,https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/40,,,472108381a6c4b7c9ff05c5fc00d6a80_40,https://hub.arcgis.com/datasets/472108381a6c4b7c9ff05c5fc00d6a80_40,Pennsylvania State University,08b-42027,08b-42027,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,CHAP Historic District,This dataset represents the administrative boundaries of the Commission for Historical and Architectural Preservation designated historical districts.,English,Baltimore City,"City of Baltimore, Maryland",Geospatial data,,Art&Culture|HistoricDistrics|ArchitecturalPreservation|Districts|Planning|Housing|Historic|Geographic,2020-11-17T20:47:29.000Z,,,,"City of Baltimore, Maryland|Maryland","-76.7113,39.2766,-76.5845,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/8218ff5808d94165baa89afd46587f52_0,https://data.baltimorecity.gov/datasets/8218ff5808d94165baa89afd46587f52_0.zip,,https://opendata.baltimorecity.gov/egis/rest/services/Hosted/CHAP_Historic_District/FeatureServer/0,,8218ff5808d94165baa89afd46587f52_0,https://hub.arcgis.com/datasets/8218ff5808d94165baa89afd46587f52_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,311 Snow/Icy Conditions Service Requests ,Snow related 311 Calls For Service from 2/4/2021 to present,English,Baltimore City,"City of Baltimore, Maryland",Geospatial data,,311requests|snow|servicerequests,2021-01-31T23:01:01.000Z,,,,"City of Baltimore, Maryland|Maryland","-76.8207,39.2282,-76.3647,39.4836",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/c3cfba0b71524c32ac96bf79052f132d_0,https://data.baltimorecity.gov/datasets/c3cfba0b71524c32ac96bf79052f132d_0.zip,https://gis311.baltimorecity.gov/arcgis/rest/services/311/SR311snow/MapServer/0,,,c3cfba0b71524c32ac96bf79052f132d_0,https://hub.arcgis.com/datasets/c3cfba0b71524c32ac96bf79052f132d_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Proposed,"Regional file showing existing, committed, proposed, and under construction bikeway facilities and multi-use trails in Central Ohio. Recognized bikeways include Lanes, Sharrows, Bike Boulevards, Routes and multi-use paths 8 ft or wider. Paved shoulders are currently included but are under review. ""Committed"" bikeways are those with approved plans and funding. ""Proposed"" means a bikeway has been put forward for consideration, either by MORPC or by a locality. MORPC proposed bikeways represent a regional corridor. This file is used as part of the Metropolitan Transportation Plan, the Columbus Metro Bike Users Map and the Central Ohio Greenway Map. Geography: Data are comprehensive for the Metropolitan Planning Organization area, with additional data for a 12-county Central Ohio region as available. Source: Data is collected by MORPC from local agencies and bike advocacy groups compiled into one regional file. Data are checked with ortho photography. When updated orthos are not available alignments are approximate. ",English,MORPC,State of Ohio,Geospatial data,,bike|bicycle|bikeway|bikewayplanning|ActiveTransportation|transportation|GIS|data|GeographicInformationSystems|CentralOhio|MORPC|County|MPO|Non-Profit|RegionalCouncil|RegionalAssociation|datadownload,2018-01-25T16:12:19.000Z,,,,Ohio,"-83.6673,39.1689,-82.0569,40.7051",Dataset|Service,Vector,Shapefile,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_3,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_3.zip,https://arcgiswebadp1.morpc.org/webadaptor/rest/services/bikes/Bikeways_ExistingAndFuture/MapServer//3,,,77fd930263624d339880b6cb0b1da362_3,https://hub.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_3,The Ohio State University,11a-01,11a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Committed,"Regional file showing existing, committed, proposed, and under construction bikeway facilities and multi-use trails in Central Ohio. Recognized bikeways include Lanes, Sharrows, Bike Boulevards, Routes and multi-use paths 8 ft or wider. Paved shoulders are currently included but are under review. ""Committed"" bikeways are those with approved plans and funding. ""Proposed"" means a bikeway has been put forward for consideration, either by MORPC or by a locality. MORPC proposed bikeways represent a regional corridor. This file is used as part of the Metropolitan Transportation Plan, the Columbus Metro Bike Users Map and the Central Ohio Greenway Map. Geography: Data are comprehensive for the Metropolitan Planning Organization area, with additional data for a 12-county Central Ohio region as available. Source: Data is collected by MORPC from local agencies and bike advocacy groups compiled into one regional file. Data are checked with ortho photography. When updated orthos are not available alignments are approximate. ",English,MORPC,State of Ohio,Geospatial data,,bike|bicycle|bikeway|bikewayplanning|ActiveTransportation|transportation|GIS|data|GeographicInformationSystems|CentralOhio|MORPC|County|MPO|Non-Profit|RegionalCouncil|RegionalAssociation|datadownload,2018-01-25T16:12:19.000Z,,,,Ohio,"-83.6673,39.1689,-82.0569,40.7051",Dataset|Service,Vector,Shapefile,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_1,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_1.zip,https://arcgiswebadp1.morpc.org/webadaptor/rest/services/bikes/Bikeways_ExistingAndFuture/MapServer//1,,,77fd930263624d339880b6cb0b1da362_1,https://hub.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_1,The Ohio State University,11a-01,11a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Central Ohio Bikeways,"Regional file showing existing, committed, proposed, and under construction bikeway facilities and multi-use trails in Central Ohio. Recognized bikeways include Lanes, Sharrows, Bike Boulevards, Routes and multi-use paths 8 ft or wider. Paved shoulders are currently included but are under review. ""Committed"" bikeways are those with approved plans and funding. ""Proposed"" means a bikeway has been put forward for consideration, either by MORPC or by a locality. MORPC proposed bikeways represent a regional corridor. This file is used as part of the Metropolitan Transportation Plan, the Columbus Metro Bike Users Map and the Central Ohio Greenway Map. Geography: Data are comprehensive for the Metropolitan Planning Organization area, with additional data for a 12-county Central Ohio region as available. Source: Data is collected by MORPC from local agencies and bike advocacy groups compiled into one regional file. Data are checked with ortho photography. When updated orthos are not available alignments are approximate. ",English,MORPC,State of Ohio,Geospatial data,,bike|bicycle|bikeway|bikewayplanning|ActiveTransportation|transportation|GIS|data|GeographicInformationSystems|CentralOhio|MORPC|County|MPO|Non-Profit|RegionalCouncil|RegionalAssociation|datadownload,2018-01-25T16:12:19.000Z,,,,Ohio,"-83.6673,39.1689,-82.0569,40.7051",Dataset|Service,Vector,Shapefile,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_2,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_2.zip,https://arcgiswebadp1.morpc.org/webadaptor/rest/services/bikes/Bikeways_ExistingAndFuture/MapServer/2,,,77fd930263624d339880b6cb0b1da362_2,https://hub.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_2,The Ohio State University,11a-01,11a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Central Ohio Bikeways,"Regional file showing existing, committed, proposed, and under construction bikeway facilities and multi-use trails in Central Ohio. Recognized bikeways include Lanes, Sharrows, Bike Boulevards, Routes and multi-use paths 8 ft or wider. Paved shoulders are currently included but are under review. ""Committed"" bikeways are those with approved plans and funding. ""Proposed"" means a bikeway has been put forward for consideration, either by MORPC or by a locality. MORPC proposed bikeways represent a regional corridor. This file is used as part of the Metropolitan Transportation Plan, the Columbus Metro Bike Users Map and the Central Ohio Greenway Map. Geography: Data are comprehensive for the Metropolitan Planning Organization area, with additional data for a 12-county Central Ohio region as available. Source: Data is collected by MORPC from local agencies and bike advocacy groups compiled into one regional file. Data are checked with ortho photography. When updated orthos are not available alignments are approximate. ",English,MORPC,State of Ohio,Geospatial data,,bike|bicycle|bikeway|bikewayplanning|ActiveTransportation|transportation|GIS|data|GeographicInformationSystems|CentralOhio|MORPC|County|MPO|Non-Profit|RegionalCouncil|RegionalAssociation|datadownload,2018-01-25T16:12:19.000Z,,,,Ohio,"-83.6673,39.1689,-82.0569,40.7051",Dataset|Service,Vector,Shapefile,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_0,https://ogrip-geohio.opendata.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_0.zip,https://arcgiswebadp1.morpc.org/webadaptor/rest/services/bikes/Bikeways_ExistingAndFuture/MapServer/0,,,77fd930263624d339880b6cb0b1da362_0,https://hub.arcgis.com/datasets/77fd930263624d339880b6cb0b1da362_0,The Ohio State University,11a-01,11a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public 311 2020,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",English,MapIT Minneapolis,"City of Minneapolis, Minnesota",Geospatial data,,311|Minneapolis|OpenData,2021-01-22T21:38:10.000Z,,,,"Minneapolis, Minnesota|Minnesota","-93.3542,0.0000,14.8835,5.0796",Dataset|Service,Vector,Shapefile,https://opendata.minneapolismn.gov/datasets/d3c37bd37e8f4e7a92b844710045629d_0,https://opendata.minneapolismn.gov/datasets/d3c37bd37e8f4e7a92b844710045629d_0.zip,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Public_311_2020/FeatureServer/0,,d3c37bd37e8f4e7a92b844710045629d_0,https://hub.arcgis.com/datasets/d3c37bd37e8f4e7a92b844710045629d_0,University of Minnesota,05c-01,05c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Fires Confirmed 2020,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",English,MapIT Minneapolis,"City of Minneapolis, Minnesota",Geospatial data,,PublicSafety|Minneapolis|OpenData,2021-01-22T15:54:49.000Z,,,,"Minneapolis, Minnesota|Minnesota","-93.3290,0.0000,0.0000,45.0547",Dataset|Service,Vector,Shapefile,https://opendata.minneapolismn.gov/datasets/4fb8522d16164670b43a3434b73b9fbf_0,https://opendata.minneapolismn.gov/datasets/4fb8522d16164670b43a3434b73b9fbf_0.zip,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Confirmed_2020/FeatureServer/0,,4fb8522d16164670b43a3434b73b9fbf_0,https://hub.arcgis.com/datasets/4fb8522d16164670b43a3434b73b9fbf_0,University of Minnesota,05c-01,05c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Fires Reported 2020,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",English,MapIT Minneapolis,"City of Minneapolis, Minnesota",Geospatial data,,PublicSafety|Minneapolis|OpenData,2021-01-22T16:51:32.000Z,,,,"Minneapolis, Minnesota|Minnesota","-93.4046,44.8814,-93.0968,45.0547",Dataset|Service,Vector,Shapefile,https://opendata.minneapolismn.gov/datasets/317bf35dd9b24a49a092c00c83a81fff_0,https://opendata.minneapolismn.gov/datasets/317bf35dd9b24a49a092c00c83a81fff_0.zip,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Reported_2020/FeatureServer/0,,317bf35dd9b24a49a092c00c83a81fff_0,https://hub.arcgis.com/datasets/317bf35dd9b24a49a092c00c83a81fff_0,University of Minnesota,05c-01,05c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Public 311 2021 YTD,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",English,MapIT Minneapolis,"City of Minneapolis, Minnesota",Geospatial data,,311|Minneapolis|OpenData,2021-01-25T19:52:16.000Z,,,,"Minneapolis, Minnesota|Minnesota","-93.3542,0.0000,14.8835,5.0796",Dataset|Service,Vector,Shapefile,https://opendata.minneapolismn.gov/datasets/ea02e9cff9864b78b9e5dd830f0c161e_0,https://opendata.minneapolismn.gov/datasets/ea02e9cff9864b78b9e5dd830f0c161e_0.zip,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Public_311_2021_YTD/FeatureServer/0,,ea02e9cff9864b78b9e5dd830f0c161e_0,https://hub.arcgis.com/datasets/ea02e9cff9864b78b9e5dd830f0c161e_0,University of Minnesota,05c-01,05c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Police Incidents 2021,,English,MapIT Minneapolis,"City of Minneapolis, Minnesota",Geospatial data,,Minneapolis|Police|MPD|OpenData|publicsafety,2021-01-22T21:52:59.000Z,,,,"Minneapolis, Minnesota|Minnesota","-93.3278,44.8915,-93.2015,45.0503",Dataset|Service,Vector,Shapefile,https://opendata.minneapolismn.gov/datasets/cb6a8b1d01b74feea5d3f96fa79bb6bf_0,https://opendata.minneapolismn.gov/datasets/cb6a8b1d01b74feea5d3f96fa79bb6bf_0.zip,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Incidents_2021/FeatureServer/0,,cb6a8b1d01b74feea5d3f96fa79bb6bf_0,https://hub.arcgis.com/datasets/cb6a8b1d01b74feea5d3f96fa79bb6bf_0,University of Minnesota,05c-01,05c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Fires Confirmed 2021 YTD,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",English,MapIT Minneapolis,"City of Minneapolis, Minnesota",Geospatial data,,PublicSafety|Minneapolis|OpenData,2021-01-22T15:58:23.000Z,,,,"Minneapolis, Minnesota|Minnesota","-93.3278,44.9081,-93.2078,45.0501",Dataset|Service,Vector,Shapefile,https://opendata.minneapolismn.gov/datasets/c47ec477a9514df4afac431292c10ad0_0,https://opendata.minneapolismn.gov/datasets/c47ec477a9514df4afac431292c10ad0_0.zip,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Confirmed_2021_YTD/FeatureServer/0,,c47ec477a9514df4afac431292c10ad0_0,https://hub.arcgis.com/datasets/c47ec477a9514df4afac431292c10ad0_0,University of Minnesota,05c-01,05c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Fires Reported 2021 YTD,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",English,MapIT Minneapolis,"City of Minneapolis, Minnesota",Geospatial data,,PublicSafety|Minneapolis|OpenData,2021-01-22T16:55:51.000Z,,,,"Minneapolis, Minnesota|Minnesota","-93.3291,44.8903,-93.1944,45.0501",Dataset|Service,Vector,Shapefile,https://opendata.minneapolismn.gov/datasets/f0e241d33dfd415aaa41b5440e9e9b9f_0,https://opendata.minneapolismn.gov/datasets/f0e241d33dfd415aaa41b5440e9e9b9f_0.zip,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Reported_2021_YTD/FeatureServer/0,,f0e241d33dfd415aaa41b5440e9e9b9f_0,https://hub.arcgis.com/datasets/f0e241d33dfd415aaa41b5440e9e9b9f_0,University of Minnesota,05c-01,05c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,PWD PARCELS TEST,,English,City of Philadelphia,"City of Philadelphia, Pennsylvania",Geospatial data,,PWD_PARCEL_TEST,2021-01-19T16:24:49.000Z,,,,"Philadelphia, Pennsylvania|Pennsylvania","-75.2840,39.8659,-74.9541,40.1437",Dataset|Service,Vector,Shapefile,https://data-phl.opendata.arcgis.com/datasets/e9d334031c114e87be9b7edd17c978c3_0,https://data-phl.opendata.arcgis.com/datasets/e9d334031c114e87be9b7edd17c978c3_0.zip,,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/PWD_PARCELS_TEST/FeatureServer/0,,e9d334031c114e87be9b7edd17c978c3_0,https://hub.arcgis.com/datasets/e9d334031c114e87be9b7edd17c978c3_0,Pennsylvania State University,08c-02,08c-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,DVRPC Region Protected Open Space,"Protected Open Space for the DVRPC Region as of 2016.DVRPC maintains an inventory of protected public and private open space in the Delaware Valley. The inventory tracks all publicly-owned open space, preserved farmland, and non profit protected open space. State, county and municipal programs preserve farms by purchasing development rights with public funds. Non-profits (land trusts and conservancies) protect privately owned open space lands by purchasing easements or by acquiring land outright with a combination of public and private funds.This file is a compilation from the following sources and is not necessarily parcel-based: Bucks County Planning Commission; Burlington County Department of Economic Development and Regional Planning; Camden County Division of Open Space and Farmland Preservation; Camden County Improvement Authority; Chester County Planning Commission; Delaware County Planning Department; Gloucester County Planning Division; Mercer County Planning Division; Montgomery County Planning Commission; Natural Lands Trust; New Jersey Conservation Foundation; New Jersey Department of Environmental Protection; New Jersey State Agriculture Development Committee; Pennsylvania Department of Conservation and Natural Resources; Philadelphia City Planning Commission; Philadelphia Department of Parks and Recreation In the cases where land had multiple owners, the following heirarchy was applied: 1. Preserved Farmland 2. Federal 3. State 4. County 5. Municipal 6. Nonprofit",English,DVRPC-GIS,Delaware Valley Regional Planning Commission,Geospatial data,,OpenSpace|ProtectedLands|PreservedFarmland|FederalLands|StateLands|MuncipalLands|NonprofitLands|CountyLands|DVRPC|Planning,2021-02-05T21:06:40.000Z,,,,"Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.1332,39.5238,-74.3807,40.6065",Dataset|Service,Vector,Shapefile,https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/d573de44d7504853a748428e31b526b8_0,https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/d573de44d7504853a748428e31b526b8_0.zip,,https://arcgis.dvrpc.org/portal/rest/services/Planning/DVRPC_ProtectedOpenSpace/FeatureServer/0,,d573de44d7504853a748428e31b526b8_0,https://hub.arcgis.com/datasets/d573de44d7504853a748428e31b526b8_0,University of Maryland,04f-01,04f-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
